parameter_id,domain,parameter_name,value,unit,value_type,status,source,reference_source,formula_or_rule,rounding,notes
growth.technique.pool.tai_yi_method.element,growth,tai_yi_method technique element,neutral,element,constant,frozen_v1,洞天设计,"",fixed pool member,"",功法对象池五行
growth.technique.pool.tai_yi_method.weight,growth,tai_yi_method technique member weight,50,weight,probability,frozen_v1,洞天设计,"",equal weight within quality,integer,功法对象池对象权重
growth.technique.pool.wu_xing_cycle.quality,growth,wu_xing_cycle technique quality,heaven,quality,constant,frozen_v1,洞天设计,"",fixed pool member,"",功法对象池品质
growth.technique.pool.wu_xing_cycle.element,growth,wu_xing_cycle technique element,metal,element,constant,frozen_v1,洞天设计,"",fixed pool member,"",功法对象池五行
growth.technique.pool.wu_xing_cycle.weight,growth,wu_xing_cycle technique member weight,50,weight,probability,frozen_v1,洞天设计,"",equal weight within quality,integer,功法对象池对象权重
growth.technique.pool.hong_meng_void.quality,growth,hong_meng_void technique quality,immortal,quality,constant,frozen_v1,洞天设计,"",fixed pool member,"",功法对象池品质
growth.technique.pool.hong_meng_void.element,growth,hong_meng_void technique element,neutral,element,constant,frozen_v1,洞天设计,"",fixed pool member,"",功法对象池五行
growth.technique.pool.hong_meng_void.weight,growth,hong_meng_void technique member weight,50,weight,probability,frozen_v1,洞天设计,"",equal weight within quality,integer,功法对象池对象权重
growth.technique.pool.yin_yang_book.quality,growth,yin_yang_book technique quality,immortal,quality,constant,frozen_v1,洞天设计,"",fixed pool member,"",功法对象池品质
growth.technique.pool.yin_yang_book.element,growth,yin_yang_book technique element,earth,element,constant,frozen_v1,洞天设计,"",fixed pool member,"",功法对象池五行
growth.technique.pool.yin_yang_book.weight,growth,yin_yang_book technique member weight,50,weight,probability,frozen_v1,洞天设计,"",equal weight within quality,integer,功法对象池对象权重
dungeon.qing_feng.technique_pool_weight.mortal,dungeon,qing_feng mortal technique pool weight,40,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.qing_feng.technique_pool_weight.yellow,dungeon,qing_feng yellow technique pool weight,30,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.qing_feng.technique_pool_weight.xuan,dungeon,qing_feng xuan technique pool weight,20,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.qing_feng.technique_pool_weight.earth,dungeon,qing_feng earth technique pool weight,8,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.qing_feng.technique_pool_weight.heaven,dungeon,qing_feng heaven technique pool weight,2,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.qing_feng.technique_pool_weight.immortal,dungeon,qing_feng immortal technique pool weight,0,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.yan_prison.technique_pool_weight.mortal,dungeon,yan_prison mortal technique pool weight,15,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.yan_prison.technique_pool_weight.yellow,dungeon,yan_prison yellow technique pool weight,25,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.yan_prison.technique_pool_weight.xuan,dungeon,yan_prison xuan technique pool weight,30,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.yan_prison.technique_pool_weight.earth,dungeon,yan_prison earth technique pool weight,20,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.yan_prison.technique_pool_weight.heaven,dungeon,yan_prison heaven technique pool weight,8,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.yan_prison.technique_pool_weight.immortal,dungeon,yan_prison immortal technique pool weight,2,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.sky_abyss.technique_pool_weight.mortal,dungeon,sky_abyss mortal technique pool weight,0,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.sky_abyss.technique_pool_weight.yellow,dungeon,sky_abyss yellow technique pool weight,10,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.sky_abyss.technique_pool_weight.xuan,dungeon,sky_abyss xuan technique pool weight,20,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.sky_abyss.technique_pool_weight.earth,dungeon,sky_abyss earth technique pool weight,30,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.sky_abyss.technique_pool_weight.heaven,dungeon,sky_abyss heaven technique pool weight,25,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
dungeon.sky_abyss.technique_pool_weight.immortal,dungeon,sky_abyss immortal technique pool weight,15,weight,probability,frozen_v1,洞天设计,"",pool quality weight,integer,秘境功法品质池权重
growth.technique.duplicate_research_xp.mortal,growth,mortal duplicate technique research XP,500,cultivation_xp,cost,frozen_v1,洞天设计,"",duplicate copy conversion,integer,重复功法转研究修为
growth.technique.duplicate_research_xp.yellow,growth,yellow duplicate technique research XP,1000,cultivation_xp,cost,frozen_v1,洞天设计,"",duplicate copy conversion,integer,重复功法转研究修为
growth.technique.duplicate_research_xp.xuan,growth,xuan duplicate technique research XP,2000,cultivation_xp,cost,frozen_v1,洞天设计,"",duplicate copy conversion,integer,重复功法转研究修为
growth.technique.duplicate_research_xp.earth,growth,earth duplicate technique research XP,4000,cultivation_xp,cost,frozen_v1,洞天设计,"",duplicate copy conversion,integer,重复功法转研究修为
growth.technique.duplicate_research_xp.heaven,growth,heaven duplicate technique research XP,8000,cultivation_xp,cost,frozen_v1,洞天设计,"",duplicate copy conversion,integer,重复功法转研究修为
growth.technique.duplicate_research_xp.immortal,growth,immortal duplicate technique research XP,16000,cultivation_xp,cost,frozen_v1,洞天设计,"",duplicate copy conversion,integer,重复功法转研究修为
growth.technique.unlock.scroll_cost.mortal,growth,mortal technique unlock scroll cost,1,ancient_scroll,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.spirit_stone_cost.mortal,growth,mortal technique unlock stone cost,1000,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.scroll_cost.yellow,growth,yellow technique unlock scroll cost,2,ancient_scroll,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.spirit_stone_cost.yellow,growth,yellow technique unlock stone cost,2000,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.scroll_cost.xuan,growth,xuan technique unlock scroll cost,3,ancient_scroll,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.spirit_stone_cost.xuan,growth,xuan technique unlock stone cost,4000,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.scroll_cost.earth,growth,earth technique unlock scroll cost,5,ancient_scroll,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.spirit_stone_cost.earth,growth,earth technique unlock stone cost,8000,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.scroll_cost.heaven,growth,heaven technique unlock scroll cost,8,ancient_scroll,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.spirit_stone_cost.heaven,growth,heaven technique unlock stone cost,16000,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.scroll_cost.immortal,growth,immortal technique unlock scroll cost,13,ancient_scroll,cost,frozen_v1,洞天设计,"","","",V1参数
growth.technique.unlock.spirit_stone_cost.immortal,growth,immortal technique unlock stone cost,32000,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
growth.treasure.max_stars,growth,Treasure max stars,10,stars,constant,frozen_v1,洞天设计,"","","",V1参数
growth.treasure.duplicate_copies_per_star,growth,Treasure copies per star,1,copies,scalar,frozen_v1,洞天设计,"","","",V1参数
growth.treasure.qing_lian_lamp.attack_per_star,growth,Qing Lian Lamp attack per star,10,attack_per_star,scalar,frozen_v1,洞天设计,"","","",V1参数
growth.treasure.shan_he_seal.defence_per_star,growth,Shan He Seal defence per star,10,defence_per_star,scalar,frozen_v1,洞天设计,"","","",V1参数
growth.treasure.heaven_bag.production_bonus_per_star,growth,Heaven Bag production bonus per star,0.005,ratio_per_star,scalar,frozen_v1,洞天设计,"","","",V1参数
growth.treasure.qing_lian_lamp.element,growth,qing_lian_lamp element,wood,element,constant,frozen_v1,洞天设计,"",fixed collection element,"",法宝收藏五行
growth.treasure.shan_he_seal.element,growth,shan_he_seal element,earth,element,constant,frozen_v1,洞天设计,"",fixed collection element,"",法宝收藏五行
growth.treasure.heaven_bag.element,growth,heaven_bag element,neutral,element,constant,frozen_v1,洞天设计,"",fixed collection element,"",法宝收藏五行
growth.treasure.zhu_que_feather.element,growth,zhu_que_feather element,fire,element,constant,frozen_v1,洞天设计,"",fixed collection element,"",法宝收藏五行
growth.treasure.xuan_gui_shell.element,growth,xuan_gui_shell element,water,element,constant,frozen_v1,洞天设计,"",fixed collection element,"",法宝收藏五行
growth.treasure.tai_xu_mirror.element,growth,tai_xu_mirror element,metal,element,constant,frozen_v1,洞天设计,"",fixed collection element,"",法宝收藏五行
growth.treasure.zhu_que_feather.attack_per_star,growth,Zhu Que Feather attack per star,5,attack_per_star,scalar,frozen_v1,洞天设计,"",linear star effect,integer,新增法宝攻击
growth.treasure.xuan_gui_shell.health_per_star,growth,Xuan Gui Shell health per star,50,health_per_star,scalar,frozen_v1,洞天设计,"",linear star effect,integer,新增法宝生命
growth.treasure.tai_xu_mirror.speed_per_star,growth,Tai Xu Mirror speed per star,1,speed_per_star,scalar,frozen_v1,洞天设计,"",linear star effect,integer,新增法宝速度
growth.treasure.extension_archetype.star_lantern.attack_per_star,growth,star_lantern attack archetype per star,10,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.star_lantern.defence_per_star,growth,star_lantern defence archetype per star,0,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.star_lantern.health_per_star,growth,star_lantern health archetype per star,0,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.star_lantern.speed_per_star,growth,star_lantern speed archetype per star,0,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.star_lantern.production_bonus_per_star,growth,star_lantern production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.mountain_core.attack_per_star,growth,mountain_core attack archetype per star,0,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.mountain_core.defence_per_star,growth,mountain_core defence archetype per star,10,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.mountain_core.health_per_star,growth,mountain_core health archetype per star,0,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.mountain_core.speed_per_star,growth,mountain_core speed archetype per star,0,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.mountain_core.production_bonus_per_star,growth,mountain_core production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.heaven_vessel.attack_per_star,growth,heaven_vessel attack archetype per star,0,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.heaven_vessel.defence_per_star,growth,heaven_vessel defence archetype per star,0,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.heaven_vessel.health_per_star,growth,heaven_vessel health archetype per star,50,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.heaven_vessel.speed_per_star,growth,heaven_vessel speed archetype per star,0,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.heaven_vessel.production_bonus_per_star,growth,heaven_vessel production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.vermillion_wing.attack_per_star,growth,vermillion_wing attack archetype per star,10,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.vermillion_wing.defence_per_star,growth,vermillion_wing defence archetype per star,0,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.vermillion_wing.health_per_star,growth,vermillion_wing health archetype per star,0,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.vermillion_wing.speed_per_star,growth,vermillion_wing speed archetype per star,0,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.vermillion_wing.production_bonus_per_star,growth,vermillion_wing production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.tortoise_aegis.attack_per_star,growth,tortoise_aegis attack archetype per star,0,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.tortoise_aegis.defence_per_star,growth,tortoise_aegis defence archetype per star,10,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.tortoise_aegis.health_per_star,growth,tortoise_aegis health archetype per star,0,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.tortoise_aegis.speed_per_star,growth,tortoise_aegis speed archetype per star,0,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.tortoise_aegis.production_bonus_per_star,growth,tortoise_aegis production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.mirror_gate.attack_per_star,growth,mirror_gate attack archetype per star,0,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.mirror_gate.defence_per_star,growth,mirror_gate defence archetype per star,0,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.mirror_gate.health_per_star,growth,mirror_gate health archetype per star,0,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.mirror_gate.speed_per_star,growth,mirror_gate speed archetype per star,1,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.mirror_gate.production_bonus_per_star,growth,mirror_gate production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.thunder_sword.attack_per_star,growth,thunder_sword attack archetype per star,10,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.thunder_sword.defence_per_star,growth,thunder_sword defence archetype per star,0,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.thunder_sword.health_per_star,growth,thunder_sword health archetype per star,0,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.thunder_sword.speed_per_star,growth,thunder_sword speed archetype per star,0,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.thunder_sword.production_bonus_per_star,growth,thunder_sword production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.moon_wheel.attack_per_star,growth,moon_wheel attack archetype per star,0,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.moon_wheel.defence_per_star,growth,moon_wheel defence archetype per star,10,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.moon_wheel.health_per_star,growth,moon_wheel health archetype per star,0,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.moon_wheel.speed_per_star,growth,moon_wheel speed archetype per star,0,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.moon_wheel.production_bonus_per_star,growth,moon_wheel production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.cloud_seal.attack_per_star,growth,cloud_seal attack archetype per star,0,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.cloud_seal.defence_per_star,growth,cloud_seal defence archetype per star,0,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.cloud_seal.health_per_star,growth,cloud_seal health archetype per star,50,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.cloud_seal.speed_per_star,growth,cloud_seal speed archetype per star,0,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.cloud_seal.production_bonus_per_star,growth,cloud_seal production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.earth_dragon.attack_per_star,growth,earth_dragon attack archetype per star,0,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.earth_dragon.defence_per_star,growth,earth_dragon defence archetype per star,10,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.earth_dragon.health_per_star,growth,earth_dragon health archetype per star,0,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.earth_dragon.speed_per_star,growth,earth_dragon speed archetype per star,0,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.earth_dragon.production_bonus_per_star,growth,earth_dragon production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.spirit_compass.attack_per_star,growth,spirit_compass attack archetype per star,0,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.spirit_compass.defence_per_star,growth,spirit_compass defence archetype per star,0,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.spirit_compass.health_per_star,growth,spirit_compass health archetype per star,0,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.spirit_compass.speed_per_star,growth,spirit_compass speed archetype per star,1,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.spirit_compass.production_bonus_per_star,growth,spirit_compass production archetype per star,0,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_archetype.sun_crown.attack_per_star,growth,sun_crown attack archetype per star,10,attack_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝攻击原型
growth.treasure.extension_archetype.sun_crown.defence_per_star,growth,sun_crown defence archetype per star,0,defence_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝防御原型
growth.treasure.extension_archetype.sun_crown.health_per_star,growth,sun_crown health archetype per star,0,health_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝生命原型
growth.treasure.extension_archetype.sun_crown.speed_per_star,growth,sun_crown speed archetype per star,0,speed_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,integer,扩展法宝速度原型
growth.treasure.extension_archetype.sun_crown.production_bonus_per_star,growth,sun_crown production archetype per star,0.005,ratio_per_star,scalar,frozen_v1,洞天设计,"",archetype base effect * realm scale,4dp,扩展法宝生产原型
growth.treasure.extension_pool.nascent_soul.effect_scale,growth,nascent_soul extension treasure effect scale,1,ratio,policy,frozen_v1,洞天设计,"",2^realm_index,integer,扩展法宝境界倍率
growth.treasure.extension_pool.nascent_soul.nascent_soul_01_star_lantern.archetype,growth,nascent_soul_01_star_lantern archetype,star_lantern,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_01_star_lantern.element,growth,nascent_soul_01_star_lantern element,metal,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_01_star_lantern,dungeon,nascent_soul nascent_soul_01_star_lantern treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_02_mountain_core.archetype,growth,nascent_soul_02_mountain_core archetype,mountain_core,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_02_mountain_core.element,growth,nascent_soul_02_mountain_core element,wood,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_02_mountain_core,dungeon,nascent_soul nascent_soul_02_mountain_core treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_03_heaven_vessel.archetype,growth,nascent_soul_03_heaven_vessel archetype,heaven_vessel,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_03_heaven_vessel.element,growth,nascent_soul_03_heaven_vessel element,earth,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_03_heaven_vessel,dungeon,nascent_soul nascent_soul_03_heaven_vessel treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_04_vermillion_wing.archetype,growth,nascent_soul_04_vermillion_wing archetype,vermillion_wing,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_04_vermillion_wing.element,growth,nascent_soul_04_vermillion_wing element,water,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_04_vermillion_wing,dungeon,nascent_soul nascent_soul_04_vermillion_wing treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_05_tortoise_aegis.archetype,growth,nascent_soul_05_tortoise_aegis archetype,tortoise_aegis,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_05_tortoise_aegis.element,growth,nascent_soul_05_tortoise_aegis element,fire,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_05_tortoise_aegis,dungeon,nascent_soul nascent_soul_05_tortoise_aegis treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_06_mirror_gate.archetype,growth,nascent_soul_06_mirror_gate archetype,mirror_gate,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_06_mirror_gate.element,growth,nascent_soul_06_mirror_gate element,neutral,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_06_mirror_gate,dungeon,nascent_soul nascent_soul_06_mirror_gate treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_07_thunder_sword.archetype,growth,nascent_soul_07_thunder_sword archetype,thunder_sword,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_07_thunder_sword.element,growth,nascent_soul_07_thunder_sword element,metal,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_07_thunder_sword,dungeon,nascent_soul nascent_soul_07_thunder_sword treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_08_moon_wheel.archetype,growth,nascent_soul_08_moon_wheel archetype,moon_wheel,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_08_moon_wheel.element,growth,nascent_soul_08_moon_wheel element,wood,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_08_moon_wheel,dungeon,nascent_soul nascent_soul_08_moon_wheel treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_09_cloud_seal.archetype,growth,nascent_soul_09_cloud_seal archetype,cloud_seal,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_09_cloud_seal.element,growth,nascent_soul_09_cloud_seal element,earth,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
